cluster_id,size,k,persist_steps,mean_intra_corr,mean_out_corr,margin,best_complex,TP,FP,FN,precision,recall,F1,precision_complex_ppi,recall_complex_ppi,F1_complex_ppi,FE,pval,ppi_edges,ppi_possible,ppi_density,ppi_enrich,ppi_pval,frac_nodes_with_ppi,alias_group_id,is_canonical,qval_complex,qval_ppi,members,members_complex,members_ppi,members_both,members_unexplained,member_labels,n_members_complex,n_members_ppi,n_members_both,n_members_unexplained
22,4,0.1375000000000005,5,0.9032493944896468,-0.0429126825709972,0.946162077060644,Septin complex,3,1,0,0.75,1.0,0.8571428571428571,0.75,1.0,0.8571428571428571,361.75,7.937917310576463e-09,6,6,1.0,49.64792141230068,6.67253137817761e-11,1.0,22,True,5.625567485321581e-08,1.9774956629871827e-10,"['CDC10', 'CDC12', 'CDC3', 'SHS1']","['CDC10', 'CDC12', 'CDC3']","['CDC10', 'CDC12', 'CDC3', 'SHS1']","['CDC10', 'CDC12', 'CDC3']",[],"['both', 'both', 'both', 'ppi']",3,4,3,0
131,8,0.11000000000000054,2,0.9355886599013318,0.03074178521897001,0.9048468746823618,26S proteasome complex,6,2,0,0.75,1.0,0.8571428571428571,0.65625,0.875,0.75,180.875,2.2191521113997065e-15,20,28,0.7142857142857143,35.4628010087862,3.1872383875958416e-28,0.875,131,True,5.019227745453796e-14,1.4041077221030328e-27,"['FAP7', 'PRE1', 'PRE10', 'RPN11', 'RPN7', 'RPT1', 'RPT2', 'RPT4']","['PRE1', 'PRE10', 'RPN11', 'RPT1', 'RPT2', 'RPT4']","['PRE1', 'PRE10', 'RPN11', 'RPN7', 'RPT1', 'RPT2', 'RPT4']","['PRE1', 'PRE10', 'RPN11', 'RPT1', 'RPT2', 'RPT4']",['FAP7'],"['unexplained', 'both', 'both', 'both', 'ppi', 'both', 'both', 'both']",6,7,6,1
71,8,0.16500000000000048,3,0.8804255802121524,0.012367183961871368,0.868058396250281,"Vacuolar proton translocating ATPase complex, Golgi variant",6,2,1,0.75,0.8571428571428571,0.7999999999999999,0.75,0.8571428571428571,0.7999999999999999,155.03571428571428,1.551558467893965e-14,17,28,0.6071428571428571,30.14338085746827,2.553875571379302e-22,1.0,71,True,2.7129134561861415e-13,9.680970189182005e-22,"['EMP47', 'VMA10', 'VMA13', 'VMA2', 'VMA4', 'VMA5', 'VMA8', 'ZRC1']","['VMA10', 'VMA13', 'VMA2', 'VMA4', 'VMA5', 'VMA8']","['EMP47', 'VMA10', 'VMA13', 'VMA2', 'VMA4', 'VMA5', 'VMA8', 'ZRC1']","['VMA10', 'VMA13', 'VMA2', 'VMA4', 'VMA5', 'VMA8']",[],"['ppi', 'both', 'both', 'both', 'both', 'both', 'both', 'ppi']",6,8,6,0
130,8,0.11000000000000054,2,0.9227789968673722,-0.06017431008472815,0.9829533069521004,DASH complex,5,3,0,0.625,1.0,0.7692307692307693,0.625,1.0,0.7692307692307693,180.875,1.0666724482127924e-12,22,28,0.7857142857142857,39.00908110966483,1.62523315732481e-32,1.0,130,True,1.2419114932763225e-11,8.278531395123251e-32,"['ASK1', 'DAD1', 'DAD3', 'DAD4', 'DAM1', 'SLK19', 'SPC19', 'SPC34']","['ASK1', 'DAD3', 'DAD4', 'DAM1', 'SPC34']","['ASK1', 'DAD1', 'DAD3', 'DAD4', 'DAM1', 'SLK19', 'SPC19', 'SPC34']","['ASK1', 'DAD3', 'DAD4', 'DAM1', 'SPC34']",[],"['both', 'ppi', 'both', 'both', 'both', 'ppi', 'ppi', 'both']",5,8,5,0
153,10,0.19250000000000045,2,0.8992443708895733,0.032976218533706525,0.8662681523558668,26S proteasome complex,6,4,0,0.6,1.0,0.7499999999999999,0.54,0.9,0.6749999999999999,144.7,1.66436408354978e-14,28,45,0.6222222222222222,30.892039989875983,2.5407322657788507e-36,0.9,153,True,2.7129134561861415e-13,1.3804645310731756e-35,"['ARO4', 'FAP7', 'PRE1', 'PRE10', 'RPN11', 'RPN7', 'RPN8', 'RPT1', 'RPT2', 'RPT4']","['PRE1', 'PRE10', 'RPN11', 'RPT1', 'RPT2', 'RPT4']","['ARO4', 'PRE1', 'PRE10', 'RPN11', 'RPN7', 'RPN8', 'RPT1', 'RPT2', 'RPT4']","['PRE1', 'PRE10', 'RPN11', 'RPT1', 'RPT2', 'RPT4']",['FAP7'],"['ppi', 'unexplained', 'both', 'both', 'both', 'ppi', 'ppi', 'both', 'both', 'both']",6,9,6,1
114,3,0.08250000000000057,2,0.9308997834800969,-0.04121592827362065,0.9721157117537176,Septin complex,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,321.55555555555554,8.598748926681955e-06,3,3,1.0,49.64792141230068,8.170266081895584e-06,1.0,114,True,3.381391246918439e-05,1.7073761171140773e-05,"['CDC10', 'CDC3', 'SHS1']","['CDC10', 'CDC3']","['CDC10', 'CDC3', 'SHS1']","['CDC10', 'CDC3']",[],"['both', 'both', 'ppi']",2,3,2,0
98,3,0.055000000000000604,2,0.9525549488033008,0.021469314236235548,0.9310856345670653,26S proteasome complex,3,0,3,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666,241.16666666666666,3.9689586552882314e-08,3,3,1.0,49.64792141230068,8.170266081895584e-06,1.0,98,True,2.5877610432479266e-07,1.7073761171140773e-05,"['RPT1', 'RPT2', 'RPT4']","['RPT1', 'RPT2', 'RPT4']","['RPT1', 'RPT2', 'RPT4']","['RPT1', 'RPT2', 'RPT4']",[],"['both', 'both', 'both']",3,3,3,0
135,5,0.11000000000000054,2,0.9276211631533189,0.008494801999895087,0.9191263611534238,"Vacuolar proton translocating ATPase complex, Golgi variant",4,1,3,0.8,0.5714285714285714,0.6666666666666666,0.8,0.5714285714285714,0.6666666666666666,165.37142857142857,9.604052055595927e-10,7,10,0.7,34.75354498861048,1.5286109183888475e-10,1.0,135,True,7.827302425310681e-09,4.2959237878858987e-10,"['VMA10', 'VMA13', 'VMA4', 'VMA8', 'ZRC1']","['VMA10', 'VMA13', 'VMA4', 'VMA8']","['VMA10', 'VMA13', 'VMA4', 'VMA8', 'ZRC1']","['VMA10', 'VMA13', 'VMA4', 'VMA8']",[],"['both', 'both', 'both', 'both', 'ppi']",4,5,4,0
70,10,0.16500000000000048,3,0.9012133348637904,-0.06097735057120313,0.9621906854349935,DASH complex,5,5,0,0.5,1.0,0.6666666666666666,0.5,1.0,0.6666666666666666,144.7,4.800026016957565e-12,26,45,0.5777777777777777,28.685465704884837,1.3357381753398816e-32,1.0,70,True,5.216028271760554e-11,7.023397502593571e-32,"['ASK1', 'DAD1', 'DAD3', 'DAD4', 'DAM1', 'SLK19', 'SPC110', 'SPC19', 'SPC34', 'SPC42']","['ASK1', 'DAD3', 'DAD4', 'DAM1', 'SPC34']","['ASK1', 'DAD1', 'DAD3', 'DAD4', 'DAM1', 'SLK19', 'SPC110', 'SPC19', 'SPC34', 'SPC42']","['ASK1', 'DAD3', 'DAD4', 'DAM1', 'SPC34']",[],"['both', 'ppi', 'both', 'both', 'both', 'ppi', 'ppi', 'ppi', 'both', 'ppi']",5,10,5,0
12,12,0.2475000000000004,7,0.8553212636351741,0.0343809797209786,0.8209402839141955,26S proteasome complex,6,6,0,0.5,1.0,0.6666666666666666,0.375,0.75,0.5,120.58333333333333,7.323201967619032e-14,28,66,0.42424242424242425,21.062754538551808,5.2096332180993535e-30,0.75,12,True,9.182168620937708e-13,2.3588061515283184e-29,"['ARO4', 'FAP7', 'PCC1', 'PRE1', 'PRE10', 'RPN11', 'RPN7', 'RPN8', 'RPT1', 'RPT2', 'RPT4', 'TFB5']","['PRE1', 'PRE10', 'RPN11', 'RPT1', 'RPT2', 'RPT4']","['ARO4', 'PRE1', 'PRE10', 'RPN11', 'RPN7', 'RPN8', 'RPT1', 'RPT2', 'RPT4']","['PRE1', 'PRE10', 'RPN11', 'RPT1', 'RPT2', 'RPT4']","['FAP7', 'PCC1', 'TFB5']","['ppi', 'unexplained', 'unexplained', 'both', 'both', 'both', 'ppi', 'ppi', 'both', 'both', 'both', 'unexplained']",6,9,6,3
