cluster_id,size,k,persist_steps,mean_intra_corr,mean_out_corr,margin,best_complex,TP,FP,FN,precision,recall,F1,precision_complex_ppi,recall_complex_ppi,F1_complex_ppi,FE,pval,ppi_edges,ppi_possible,ppi_density,ppi_enrich,ppi_pval,frac_nodes_with_ppi,alias_group_id,is_canonical,qval_complex,qval_ppi,members,members_complex,members_ppi,members_both,members_unexplained,member_labels,n_members_complex,n_members_ppi,n_members_both,n_members_unexplained
32,4,0.11000000000000054,4,0.921509135728317,0.03679955993861476,0.8847095757897023,"Vacuolar proton translocating ATPase complex, vacuole variant",4,0,0,1.0,1.0,1.0,1.0,1.0,1.0,225.75,3.633704890832063e-11,6,6,1.0,60.50408557420889,2.0339473158186583e-11,1.0,32,True,6.356236050158372e-10,8.685504754036432e-11,"['VMA10', 'VMA13', 'VMA4', 'VMA8']","['VMA10', 'VMA13', 'VMA4', 'VMA8']","['VMA10', 'VMA13', 'VMA4', 'VMA8']","['VMA10', 'VMA13', 'VMA4', 'VMA8']",[],"['both', 'both', 'both', 'both']",4,4,4,0
53,4,0.11000000000000054,3,0.9273730613750834,0.050395340555197995,0.8769777208198853,26S proteasome complex,4,0,0,1.0,1.0,1.0,1.0,1.0,1.0,225.75,3.633704890832063e-11,6,6,1.0,60.50408557420889,2.0339473158186583e-11,1.0,53,True,6.356236050158372e-10,8.685504754036432e-11,"['RPN11', 'RPT1', 'RPT2', 'RPT4']","['RPN11', 'RPT1', 'RPT2', 'RPT4']","['RPN11', 'RPT1', 'RPT2', 'RPT4']","['RPN11', 'RPT1', 'RPT2', 'RPT4']",[],"['both', 'both', 'both', 'both']",4,4,4,0
93,3,0.055000000000000604,2,0.9542901929018522,0.04593973072508143,0.9083504621767708,26S proteasome complex,3,0,1,1.0,0.75,0.8571428571428571,1.0,0.75,0.8571428571428571,225.75,3.270334401748857e-08,3,3,1.0,60.50408557420889,4.512897874718817e-06,1.0,93,True,3.039487267507762e-07,1.5171018387352619e-05,"['RPT1', 'RPT2', 'RPT4']","['RPT1', 'RPT2', 'RPT4']","['RPT1', 'RPT2', 'RPT4']","['RPT1', 'RPT2', 'RPT4']",[],"['both', 'both', 'both']",3,3,3,0
28,6,0.2475000000000004,5,0.8358630224089865,0.029238996499620737,0.8066240259093658,"Vacuolar proton translocating ATPase complex, vacuole variant",4,2,0,0.6666666666666666,1.0,0.8,0.4444444444444444,0.6666666666666666,0.5333333333333333,150.5,5.450557336248094e-10,6,15,0.4,24.201634229683556,8.955533895846922e-08,0.6666666666666666,28,True,6.624523531747683e-09,3.2906380361484035e-07,"['ERP1', 'VMA10', 'VMA13', 'VMA4', 'VMA8', 'YPR170W-B']","['VMA10', 'VMA13', 'VMA4', 'VMA8']","['VMA10', 'VMA13', 'VMA4', 'VMA8']","['VMA10', 'VMA13', 'VMA4', 'VMA8']","['ERP1', 'YPR170W-B']","['unexplained', 'both', 'both', 'both', 'both', 'unexplained']",4,4,4,2
123,3,0.11000000000000054,2,0.9226716728640855,0.027721918459456804,0.8949497544046287,DNA-directed RNA polymerase II complex,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,200.66666666666669,2.2082933047809157e-05,3,3,1.0,60.50408557420889,4.512897874718817e-06,1.0,123,True,0.000155719086960684,1.5171018387352619e-05,"['ESS1', 'RPB2', 'RPO21']","['RPB2', 'RPO21']","['ESS1', 'RPB2', 'RPO21']","['RPB2', 'RPO21']",[],"['ppi', 'both', 'both']",2,3,2,0
16,8,0.19250000000000045,6,0.850074501232572,0.03684668340848419,0.8132278178240878,26S proteasome complex,4,4,0,0.5,1.0,0.6666666666666666,0.4375,0.875,0.5833333333333333,112.875,2.5435934235824446e-09,12,28,0.42857142857142855,25.930322388946664,9.79511524389202e-15,0.875,16,True,2.8706268637573305e-08,5.158760695116464e-14,"['ESS1', 'IES4', 'RPB2', 'RPN11', 'RPO21', 'RPT1', 'RPT2', 'RPT4']","['RPN11', 'RPT1', 'RPT2', 'RPT4']","['ESS1', 'RPB2', 'RPN11', 'RPO21', 'RPT1', 'RPT2', 'RPT4']","['RPN11', 'RPT1', 'RPT2', 'RPT4']",['IES4'],"['ppi', 'unexplained', 'ppi', 'both', 'ppi', 'both', 'both', 'both']",4,7,4,1
114,12,0.11000000000000054,2,0.9228582209054434,-0.029962607940947197,0.9528208288463906,Nuclear pore complex,7,5,2,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.5347222222222222,0.7129629629629629,0.611111111111111,58.52777777777778,2.9751897205082267e-13,42,66,0.6363636363636364,38.5025999108602,5.4601997486613164e-58,0.9166666666666666,114,True,1.1751999396007495e-11,7.842832366258982e-57,"['ASM4', 'GLE2', 'HEH2', 'NUP1', 'NUP100', 'NUP120', 'NUP145', 'NUP157', 'NUP159', 'POM152', 'POM34', 'YPR174C']","['GLE2', 'NUP1', 'NUP120', 'NUP145', 'NUP157', 'NUP159', 'POM152']","['ASM4', 'GLE2', 'HEH2', 'NUP1', 'NUP100', 'NUP120', 'NUP145', 'NUP157', 'NUP159', 'POM152', 'POM34']","['GLE2', 'NUP1', 'NUP120', 'NUP145', 'NUP157', 'NUP159', 'POM152']",['YPR174C'],"['ppi', 'both', 'ppi', 'both', 'ppi', 'both', 'both', 'both', 'both', 'both', 'ppi', 'unexplained']",7,11,7,1
36,21,0.2475000000000004,4,0.8346943311360243,-0.032853394729785816,0.8675477258658101,Nuclear pore complex,9,12,0,0.42857142857142855,1.0,0.6,0.36734693877551017,0.8571428571428571,0.5142857142857142,43.0,2.780903014241851e-16,71,210,0.3380952380952381,20.456143217946817,2.920282886231062e-71,0.8571428571428571,36,True,2.1969133812510625e-14,5.767558700306348e-70,"['ASI3', 'ASM4', 'GLE1', 'GLE2', 'HEH2', 'HMG1', 'LAC1', 'NSG1', 'NUP1', 'NUP100', 'NUP120', 'NUP145', 'NUP157', 'NUP159', 'NUP60', 'POM152', 'POM34', 'SEH1', 'SRC1', 'YPF1', 'YPR174C']","['GLE2', 'NUP1', 'NUP120', 'NUP145', 'NUP157', 'NUP159', 'NUP60', 'POM152', 'SEH1']","['ASM4', 'GLE1', 'GLE2', 'HEH2', 'HMG1', 'NSG1', 'NUP1', 'NUP100', 'NUP120', 'NUP145', 'NUP157', 'NUP159', 'NUP60', 'POM152', 'POM34', 'SEH1', 'SRC1', 'YPF1']","['GLE2', 'NUP1', 'NUP120', 'NUP145', 'NUP157', 'NUP159', 'NUP60', 'POM152', 'SEH1']","['ASI3', 'LAC1', 'YPR174C']","['unexplained', 'ppi', 'ppi', 'both', 'ppi', 'ppi', 'unexplained', 'ppi', 'both', 'ppi', 'both', 'both', 'both', 'both', 'both', 'both', 'ppi', 'both', 'ppi', 'ppi', 'unexplained']",9,18,9,3
60,15,0.16500000000000048,3,0.893390136645976,-0.03233630758617692,0.9257264442321529,Nuclear pore complex,7,8,2,0.4666666666666667,0.7777777777777778,0.5833333333333334,0.40444444444444444,0.6740740740740742,0.5055555555555556,46.82222222222223,2.403123366481894e-12,52,105,0.49523809523809526,29.963928093893927,2.4313759658416926e-63,0.8666666666666667,60,True,6.328224865068987e-11,3.8415740260298747e-62,"['ASI3', 'ASM4', 'GLE1', 'GLE2', 'HEH2', 'NUP1', 'NUP100', 'NUP120', 'NUP145', 'NUP157', 'NUP159', 'POM152', 'POM34', 'SRC1', 'YPR174C']","['GLE2', 'NUP1', 'NUP120', 'NUP145', 'NUP157', 'NUP159', 'POM152']","['ASM4', 'GLE1', 'GLE2', 'HEH2', 'NUP1', 'NUP100', 'NUP120', 'NUP145', 'NUP157', 'NUP159', 'POM152', 'POM34', 'SRC1']","['GLE2', 'NUP1', 'NUP120', 'NUP145', 'NUP157', 'NUP159', 'POM152']","['ASI3', 'YPR174C']","['unexplained', 'ppi', 'ppi', 'both', 'ppi', 'both', 'ppi', 'both', 'both', 'both', 'both', 'both', 'ppi', 'ppi', 'unexplained']",7,13,7,2
121,4,0.11000000000000054,2,0.9150676840949332,-0.05654282918040197,0.9716105132753352,Gamma tubulin small complex,2,2,1,0.5,0.6666666666666666,0.5714285714285715,0.5,0.6666666666666666,0.5714285714285715,150.5,4.4133162751600824e-05,2,6,0.3333333333333333,20.168028524736293,0.003919738238554723,1.0,121,True,0.00027892158859011725,0.008975632488284728,"['NUD1', 'SPC98', 'TEM1', 'TUB4']","['SPC98', 'TUB4']","['NUD1', 'SPC98', 'TEM1', 'TUB4']","['SPC98', 'TUB4']",[],"['ppi', 'both', 'ppi', 'both']",2,4,2,0
